[info] offlined cpu2..cpu3 to isolate the active cores
[info] cpu0..cpu1 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=2, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=CACHE
[sample=0] cpu=0 bench=insertsort cycles=11380 instructions=2954 cache-misses=23
[sample=1] cpu=0 bench=insertsort cycles=4467 instructions=2946 cache-misses=13
[sample=2] cpu=0 bench=insertsort cycles=4313 instructions=2946 cache-misses=5
[sample=3] cpu=0 bench=insertsort cycles=4240 instructions=2946 cache-misses=3
[sample=4] cpu=0 bench=insertsort cycles=4240 instructions=2946 cache-misses=3
[sample=5] cpu=0 bench=insertsort cycles=4253 instructions=2946 cache-misses=6
[sample=6] cpu=0 bench=insertsort cycles=4228 instructions=2946 cache-misses=3
[sample=7] cpu=0 bench=insertsort cycles=4227 instructions=2946 cache-misses=3
[sample=8] cpu=0 bench=insertsort cycles=4201 instructions=2946 cache-misses=2
[sample=9] cpu=0 bench=insertsort cycles=4203 instructions=2946 cache-misses=4
[sample=10] cpu=0 bench=insertsort cycles=4225 instructions=2946 cache-misses=4
[sample=11] cpu=0 bench=insertsort cycles=4250 instructions=2946 cache-misses=4
[sample=12] cpu=0 bench=insertsort cycles=4227 instructions=2946 cache-misses=0
[sample=13] cpu=0 bench=insertsort cycles=4211 instructions=2946 cache-misses=2
[sample=14] cpu=0 bench=insertsort cycles=4230 instructions=2946 cache-misses=4
[sample=15] cpu=0 bench=insertsort cycles=4215 instructions=2946 cache-misses=1
[sample=16] cpu=0 bench=insertsort cycles=4223 instructions=2946 cache-misses=4
[sample=17] cpu=0 bench=insertsort cycles=4195 instructions=2946 cache-misses=5
[sample=18] cpu=0 bench=insertsort cycles=4195 instructions=2946 cache-misses=5
[sample=19] cpu=0 bench=insertsort cycles=4213 instructions=2946 cache-misses=3
[sample=20] cpu=0 bench=insertsort cycles=4194 instructions=2946 cache-misses=3
[sample=21] cpu=0 bench=insertsort cycles=4186 instructions=2946 cache-misses=2
[sample=22] cpu=0 bench=insertsort cycles=4147 instructions=2946 cache-misses=2
[sample=23] cpu=0 bench=insertsort cycles=4185 instructions=2946 cache-misses=2
[sample=24] cpu=0 bench=insertsort cycles=4184 instructions=2946 cache-misses=0
[sample=25] cpu=0 bench=insertsort cycles=4183 instructions=2946 cache-misses=3
[sample=26] cpu=0 bench=insertsort cycles=4203 instructions=2946 cache-misses=1
[sample=27] cpu=0 bench=insertsort cycles=4200 instructions=2946 cache-misses=3
[sample=28] cpu=0 bench=insertsort cycles=4196 instructions=2946 cache-misses=3
[sample=29] cpu=0 bench=insertsort cycles=4218 instructions=2946 cache-misses=3
[sample=30] cpu=0 bench=insertsort cycles=4214 instructions=2946 cache-misses=4
[sample=31] cpu=0 bench=insertsort cycles=4227 instructions=2946 cache-misses=3
[sample=32] cpu=0 bench=insertsort cycles=4215 instructions=2946 cache-misses=3
[sample=33] cpu=0 bench=insertsort cycles=4193 instructions=2946 cache-misses=3
[sample=34] cpu=0 bench=insertsort cycles=4207 instructions=2946 cache-misses=3
[sample=35] cpu=0 bench=insertsort cycles=4176 instructions=2946 cache-misses=2
[sample=36] cpu=0 bench=insertsort cycles=4208 instructions=2946 cache-misses=2
[sample=37] cpu=0 bench=insertsort cycles=4227 instructions=2946 cache-misses=2
[sample=38] cpu=0 bench=insertsort cycles=4179 instructions=2946 cache-misses=2
[sample=39] cpu=0 bench=insertsort cycles=4212 instructions=2946 cache-misses=2
[sample=40] cpu=0 bench=insertsort cycles=4292 instructions=2946 cache-misses=3
[sample=41] cpu=0 bench=insertsort cycles=4176 instructions=2946 cache-misses=1
[sample=42] cpu=0 bench=insertsort cycles=4208 instructions=2946 cache-misses=3
[sample=43] cpu=0 bench=insertsort cycles=4214 instructions=2946 cache-misses=3
[sample=44] cpu=0 bench=insertsort cycles=4216 instructions=2946 cache-misses=1
[sample=45] cpu=0 bench=insertsort cycles=4248 instructions=2947 cache-misses=3
[sample=46] cpu=0 bench=insertsort cycles=4204 instructions=2946 cache-misses=1
[sample=47] cpu=0 bench=insertsort cycles=4205 instructions=2946 cache-misses=2
[sample=48] cpu=0 bench=insertsort cycles=4199 instructions=2946 cache-misses=2
[sample=49] cpu=0 bench=insertsort cycles=4320 instructions=2946 cache-misses=5
[sample=50] cpu=0 bench=insertsort cycles=4161 instructions=2946 cache-misses=3
[sample=51] cpu=0 bench=insertsort cycles=4230 instructions=2946 cache-misses=5
[sample=52] cpu=0 bench=insertsort cycles=4196 instructions=2946 cache-misses=2
[sample=53] cpu=0 bench=insertsort cycles=4203 instructions=2946 cache-misses=3
[sample=54] cpu=0 bench=insertsort cycles=4208 instructions=2946 cache-misses=2
[sample=55] cpu=0 bench=insertsort cycles=4187 instructions=2946 cache-misses=3
[sample=56] cpu=0 bench=insertsort cycles=4182 instructions=2946 cache-misses=2
[sample=57] cpu=0 bench=insertsort cycles=4204 instructions=2946 cache-misses=2
[sample=58] cpu=0 bench=insertsort cycles=4202 instructions=2946 cache-misses=2
[sample=59] cpu=0 bench=insertsort cycles=4206 instructions=2946 cache-misses=3
[sample=60] cpu=0 bench=insertsort cycles=4201 instructions=2946 cache-misses=3
[sample=61] cpu=0 bench=insertsort cycles=4212 instructions=2946 cache-misses=5
[sample=62] cpu=0 bench=insertsort cycles=4215 instructions=2946 cache-misses=3
[sample=63] cpu=0 bench=insertsort cycles=4180 instructions=2946 cache-misses=0
[sample=64] cpu=0 bench=insertsort cycles=4271 instructions=2946 cache-misses=4
[sample=65] cpu=0 bench=insertsort cycles=4192 instructions=2946 cache-misses=4
[sample=66] cpu=0 bench=insertsort cycles=4199 instructions=2946 cache-misses=3
[sample=67] cpu=0 bench=insertsort cycles=4170 instructions=2946 cache-misses=2
